PHYIDENT,REGION,SECTION,UNIT,SUBUNIT,ZONE,COMPONENT,BAR,BMU,BRE,CHB,CHB2,CHB3,CHB4,CHB5,CHB6,CHB7,DIA,FUC,GRA,HAL,HAL2,HAL3,HAL4,HAL5,HAL6,HAL7,MAC,MUS,NER,OYS,RED,RED2,RED3,RED4,RED5,RED6,RED7,SAL,SBR,SBR2,SBR3,SBR4,SBR5,SBR6,SBR7,SED,SUR,ULV,URC,VER,ZOS,FEAT_LEN,OBJECTID,SHAPE
07/06/0032/00,"7","6","32",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,C,,C,N,,347.1948,80073,
07/06/0032/00,"7","6","32",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.1948,80074,
07/06/0033/00,"7","6","33",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.1301,80076,
07/06/0033/00,"7","6","33",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.1301,80077,
07/06/0033/00,"7","6","33",0,A,1,,,,,,,,C,,,,P,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,C,,C,N,,244.1301,80075,
07/06/0034/00,"7","6","34",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.5142,80079,
07/06/0034/00,"7","6","34",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,177.5142,80078,
07/06/0009/00,"7","6","9",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.7524,80012,
07/06/0010/00,"7","6","10",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.6262,80015,
07/06/0010/00,"7","6","10",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.6262,80014,
07/06/0010/00,"7","6","10",0,A,1,C,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,P,,,298.6262,80013,
07/06/0011/00,"7","6","11",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3339,80017,
07/06/0011/00,"7","6","11",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,C,,C,N,,396.3339,80016,
07/06/0011/00,"7","6","11",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3339,80018,
07/06/0012/00,"7","6","12",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5804,80021,
07/06/0012/00,"7","6","12",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5804,80020,
07/06/0012/00,"7","6","12",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,C,,C,,,180.5804,80019,
07/06/0013/00,"7","6","13",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.4309,80023,
07/06/0013/00,"7","6","13",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,C,N,,382.4309,80022,
07/06/0014/00,"7","6","14",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.9149,80026,
07/06/0014/00,"7","6","14",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.9149,80025,
07/06/0014/00,"7","6","14",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,C,N,,644.9149,80024,
07/06/0015/00,"7","6","15",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,C,N,,554.8175,80027,
07/06/0015/00,"7","6","15",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.8175,80028,
07/06/0016/00,"7","6","16",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9114,80030,
07/06/0016/00,"7","6","16",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9114,80031,
07/06/0016/00,"7","6","16",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,254.9114,80029,
07/06/0018/00,"7","6","18",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.4781,80034,
07/06/0018/00,"7","6","18",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,517.4781,80032,
07/06/0018/00,"7","6","18",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.4781,80033,
07/06/0019/00,"7","6","19",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,792.6741,80035,
07/06/0019/00,"7","6","19",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.6741,80036,
07/06/0019/00,"7","6","19",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.6741,80037,
07/06/0020/00,"7","6","20",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,C,N,,214.0287,80038,
07/06/0020/00,"7","6","20",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0287,80039,
07/06/0020/00,"7","6","20",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0287,80040,
07/06/0021/00,"7","6","21",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,P,,,,,,C,,,,,,,,,,,,P,,C,N,,398.9609,80041,
07/06/0021/00,"7","6","21",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.9609,80042,
07/06/0022/00,"7","6","22",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,C,,,,,,,,,,,,P,,C,N,,93.1517,80043,
07/06/0022/00,"7","6","22",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1517,80044,
07/06/0022/00,"7","6","22",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1517,80045,
07/06/1617/00,"7","6","1617",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,P,N,,413.9931,85608,
07/06/1619/00,"7","6","1619",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.8177,85621,
07/06/1619/00,"7","6","1619",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.8177,85619,
07/06/1619/00,"7","6","1619",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,,M,,340.8177,85615,
07/06/1619/00,"7","6","1619",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.8177,85617,
07/06/0002/00,"7","6","2",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,N,,495.4896,79991,
07/06/0002/00,"7","6","2",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4896,79992,
07/06/0002/00,"7","6","2",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4896,79993,
07/06/0001/00,"7","6","1",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,,N,,125.7011,79989,
07/06/0001/00,"7","6","1",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.7011,79990,
07/06/0004/00,"7","6","4",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.7479,79999,
07/06/0004/00,"7","6","4",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,N,,447.7479,79997,
07/06/0004/00,"7","6","4",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.7479,79998,
07/06/0003/00,"7","6","3",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1949,79995,
07/06/0003/00,"7","6","3",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,,,,159.1949,79994,
07/06/0003/00,"7","6","3",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1949,79996,
07/06/0005/00,"7","6","5",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,,N,,278.8311,80000,
07/06/0005/00,"7","6","5",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.8311,80002,
07/06/0005/00,"7","6","5",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.8311,80001,
07/06/0006/00,"7","6","6",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.2910,80004,
07/06/0006/00,"7","6","6",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,P,N,,454.2910,80003,
07/06/0008/00,"7","6","8",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,273.3947,80007,
07/06/0008/00,"7","6","8",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.3947,80009,
07/06/0008/00,"7","6","8",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.3947,80008,
07/06/0007/00,"7","6","7",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.4674,80006,
07/06/0007/00,"7","6","7",0,A,1,C,,,,,,,C,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,P,,P,N,,277.4674,80005,
07/06/0009/00,"7","6","9",0,A,1,C,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,P,,C,N,,534.7524,80010,
07/06/0009/00,"7","6","9",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.7524,80011,
07/06/1612/00,"7","6","1612",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,495.5667,85590,
07/06/1612/00,"7","6","1612",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5667,85596,
07/06/1612/00,"7","6","1612",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5667,85592,
07/06/1612/00,"7","6","1612",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.5667,85594,
07/06/1618/00,"7","6","1618",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,,,,M,,716.7580,85611,
07/06/1618/00,"7","6","1618",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.7580,85612,
07/06/1618/00,"7","6","1618",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.7580,85613,
07/06/1612/00,"7","6","1612",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2928,85597,
07/06/1612/00,"7","6","1612",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2928,85593,
07/06/1612/00,"7","6","1612",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,N,,189.2928,85591,
07/06/1612/00,"7","6","1612",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2928,85595,
07/06/1619/00,"7","6","1619",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.6456,85620,
07/06/1619/00,"7","6","1619",0,A,1,,,,,,,,C,,,,,,,,,,,,,,C,C,,,,,,C,,,,,,,,,,,,P,,,M,,1042.6456,85614,
07/06/1619/00,"7","6","1619",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.6456,85616,
07/06/1619/00,"7","6","1619",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.6456,85618,
07/06/1613/00,"7","6","1613",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,P,N,,189.1071,85598,
07/06/1613/00,"7","6","1613",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1071,85600,
07/06/1613/00,"7","6","1613",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.1071,85599,
07/06/1616/00,"7","6","1616",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.7912,85607,
07/06/1616/00,"7","6","1616",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,P,N,,397.7912,85606,
07/06/1615/00,"7","6","1615",0,A,1,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,P,N,,586.8083,85604,
07/06/1615/00,"7","6","1615",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8083,85605,
07/06/1614/00,"7","6","1614",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.6495,85603,
07/06/1614/00,"7","6","1614",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,C,533.6495,85601,
07/06/1614/00,"7","6","1614",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.6495,85602,
07/06/1617/00,"7","6","1617",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.9931,85609,
07/06/1617/00,"7","6","1617",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.9931,85610,
07/06/1605/00,"7","6","1605",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2491,85554,
07/06/1605/00,"7","6","1605",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2491,85552,
07/06/1606/00,"7","6","1606",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.2279,85562,
07/06/1606/00,"7","6","1606",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,1236.2279,85558,
07/06/1606/00,"7","6","1606",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.2279,85570,
07/06/1606/00,"7","6","1606",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.2279,85566,
07/06/1608/00,"7","6","1608",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2349,85580,
07/06/1608/00,"7","6","1608",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2349,85579,
07/06/1608/00,"7","6","1608",0,A,1,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,P,579.2349,85577,
07/06/1608/00,"7","6","1608",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2349,85578,
07/06/1606/00,"7","6","1606",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8844,85565,
07/06/1606/00,"7","6","1606",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,151.8844,85561,
07/06/1606/00,"7","6","1606",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8844,85573,
07/06/1606/00,"7","6","1606",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8844,85569,
07/06/1607/00,"7","6","1607",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.6332,85576,
07/06/1607/00,"7","6","1607",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.6332,85575,
07/06/1607/00,"7","6","1607",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,,P,P,N,,309.6332,85574,
07/06/1609/00,"7","6","1609",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,N,,267.9823,85581,
07/06/1609/00,"7","6","1609",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.9823,85582,
07/06/1606/00,"7","6","1606",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.5140,85572,
07/06/1606/00,"7","6","1606",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.5140,85568,
07/06/1606/00,"7","6","1606",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,558.5140,85560,
07/06/1606/00,"7","6","1606",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.5140,85564,
07/06/1606/00,"7","6","1606",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.1949,85571,
07/06/1606/00,"7","6","1606",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.1949,85567,
07/06/1606/00,"7","6","1606",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.1949,85563,
07/06/1606/00,"7","6","1606",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,C,,,,,,C,,,,,,,,,,,,P,,,M,,467.1949,85559,
07/06/1610/00,"7","6","1610",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3837,85584,
07/06/1610/00,"7","6","1610",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.3837,85585,
07/06/1610/00,"7","6","1610",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,P,N,,391.3837,85583,
07/06/1611/00,"7","6","1611",0,A,1,,,,,,,,C,,,,,,,,,,,,,,P,P,,,,,,C,,,,,,,,,,,,P,,P,M,,1445.0817,85586,
07/06/1611/00,"7","6","1611",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0817,85588,
07/06/1611/00,"7","6","1611",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0817,85589,
07/06/1611/00,"7","6","1611",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0817,85587,
07/06/1557/00,"7","6","1557",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,N,,793.4737,85151,
07/06/1556/00,"7","6","1556",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.1382,85149,
07/06/1556/00,"7","6","1556",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,N,,174.1382,85146,
07/06/1556/00,"7","6","1556",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.2193,85148,
07/06/1556/00,"7","6","1556",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,N,,175.2193,85145,
07/06/1555/00,"7","6","1555",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.4520,85144,
07/06/1555/00,"7","6","1555",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.4520,85143,
07/06/1555/00,"7","6","1555",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,N,,219.4520,85142,
07/06/1552/00,"7","6","1552",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,P,N,,477.7680,85133,
07/06/1552/00,"7","6","1552",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.7680,85134,
07/06/1552/00,"7","6","1552",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.7680,85135,
07/06/1554/00,"7","6","1554",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0161,85140,
07/06/1554/00,"7","6","1554",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0161,85141,
07/06/1554/00,"7","6","1554",0,A,1,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,N,,248.0161,85139,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.6607,203405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.7239,203406,
07/06/1557/00,"7","6","1557",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.4737,85152,
07/06/1557/00,"7","6","1557",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.4737,85153,
07/06/1557/00,"7","6","1557",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.4737,85154,
07/06/1553/00,"7","6","1553",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.8942,85137,
07/06/1553/00,"7","6","1553",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.8942,85138,
07/06/1553/00,"7","6","1553",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,821.8942,85136,
07/06/1559/00,"7","6","1559",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,635.2584,85158,
07/06/1559/00,"7","6","1559",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2584,85162,
07/06/1559/00,"7","6","1559",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2584,85160,
07/06/1559/00,"7","6","1559",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,259.9461,85159,
07/06/1559/00,"7","6","1559",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.9461,85163,
07/06/1559/00,"7","6","1559",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.9461,85161,
07/06/1558/00,"7","6","1558",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.7688,85157,
07/06/1558/00,"7","6","1558",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,,P,,N,,198.7688,85155,
07/06/1558/00,"7","6","1558",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.7688,85156,
07/06/1560/00,"7","6","1560",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3340,85166,
07/06/1560/00,"7","6","1560",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3340,85165,
07/06/1560/00,"7","6","1560",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,N,P,496.3340,85164,
07/06/1563/00,"7","6","1563",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,621.2595,85187,
07/06/1563/00,"7","6","1563",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.2595,85195,
07/06/1561/00,"7","6","1561",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3880,85170,
07/06/1561/00,"7","6","1561",0,A,1,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,,,,,,,P,P,N,,412.3880,85168,
07/06/1561/00,"7","6","1561",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.3880,85172,
07/06/1565/00,"7","6","1565",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,P,,N,,470.2864,85211,
07/06/1565/00,"7","6","1565",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.2864,85212,
07/06/1565/00,"7","6","1565",0,B,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.2864,85213,
07/06/1563/00,"7","6","1563",0,A,1,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,P,,N,,323.9217,85190,
07/06/1563/00,"7","6","1563",0,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9217,85194,
07/06/1563/00,"7","6","1563",0,B,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.9217,85202,
